ID	P1	P2	P3	P4	P5	P6	P7	P8
S714	699.425	2000.358	1091.752	17.05541	139.0607	586.402	1125.281	688.343
S715	533.617	1369.751	748.05	58.3213	42.5989	539.361	759.988	448.096
S716	529.859	1674.286	935.261	64.3275	89.4511	701.015	1074.476	491.024
S717	621.782	1692.59	942.678	124.2836	174.3464	854.543	1047.95	603.889
S718	648.276	1904.411	1072.11	99.2668	110.2658	764.232	1098.627	558.411
S719	686.301	1868.681	1059.456	96.7493	80.1266	830.18	1126.406	680.471
S720	738.354	2231.65	1241.196	102.7064	115.0728	873.551	1281.739	686.584
S721	559.909	1654.368	955.842	32.27391	131.3852	700.277	1029.617	665.376
S722	815.971	2361.07	1267.425	99.9678	181.036	1034.858	1456.382	777.975
S723	684.496	1933.319	1030.25	112.9239	68.6896	674.99	969.397	405.564
S724	642.154	2086.476	1109.162	88.0748	115.9549	767.393	1033.894	674.064
S725	709.675	1857.606	1046.775	81.9101	135.2788	839.643	1196.13	710.777
S726	535.769	1425.161	784.938	44.2985	78.9949	592.168	779.15	514.792
S727	537.015	1651.7	949.132	79.4664	64.0099	617.129	892.037	442.924
S728	697.069	2097.98	1166.629	38.0834	135.8427	823.745	1106.236	708.461
S729	593.3	1774.649	1015.287	131.6199	55.1405	829.196	1140.03	687.716
S730	636.668	2245.55	1252.857	122.4351	118.708	979.063	1226.498	618.738
S731	616.524	1633.821	900.961	39.27749	49.8475	609.72	958.674	554.814
S732	715.363	1979.023	1125.469	143.1811	79.0979	964.993	1312.292	621.328
S733	620.431	1602.519	904.548	57.8026	53.6768	734.538	1072.324	592.584
S734	573.13	1516.858	839.286	24.60539	67.8831	618.612	873.109	495.3
S735	616.529	1807.209	1005.033	63.6847	70.2129	782.676	1088.037	636.891
S736	517.764	1336.824	704.271	51.5662	106.1138	506.423	749.352	460.584
S737	635.23	1828.649	1000.313	99.9421	90.3691	789.98	1210.226	516.964
S738	623.529	1663.19	909.305	64.9565	156.208	694.19	1064.293	752.345
S739	564.819	1673.354	923.561	76.3679	123.5166	716.659	973.346	395.455
S740	587.423	1697.982	975.003	66.056	120.5016	702.069	955.075	451.836
S741	741.088	1937.794	1055.609	135.7915	49.7871	845.336	1269.062	695.079
S742	564.396	1666.502	955.579	99.8649	126.5025	830.992	1108.768	614.232
S743	539.302	1339.192	741.158	85.8312	97.6699	618.29	886.416	460.999
S744	712.097	2229.21	1251.874	100.6987	93.0392	939.919	1173.297	638.105
S745	630.714	1878.59	1016.461	41.0582	115.3175	807.818	1073.494	700.385
S746	612.878	1598.62	850.287	39.0141	94.5579	681.333	964.08	567.491
S747	611.64	1426.016	798.804	4.96715	90.2446	511.417	688.661	461.045
S748	566.395	1701.824	978.036	71.8894	100.7358	730.64	1051.828	529.159
S749	445.275	1006.693	574.731	23.29757	48.476	493.302	661.204	391.5
S750	484.347	1383.447	777.498	89.5635	51.0062	562.222	734.095	424.254
S751	575.384	1653.073	906.122	96.7783	119.6633	710.161	988.667	543.358
S752	645.1	1664.815	903.382	61.5438	116.2533	580.194	839.579	561.762
S753	725.165	2083.38	1178.888	95.9561	105.4075	947.762	1218.723	609.087
S754	625.177	1510.606	864.447	29.37977	77.5296	673.751	889.148	544.369
S755	420.041	1258.327	680.967	49.31506	45.5332	490.807	669.363	501.019
S756	739.277	1899.519	1063.18	32.2329	79.8039	737.694	1073.767	666.13
S757	477.636	1307.959	738.356	29.522	86.7293	560.996	724.159	371.239
S758	727.138	2028.93	1140.691	77.3178	106.0921	850.848	1250.209	796.174
S759	620.516	1899.678	1084.62	36.23428	83.6856	766.122	1149.178	709.186
S760	521.942	1707.565	923.623	136.6889	86.4074	640.021	917.476	374.947
S761	524.083	1558.363	877.661	42.928	137.6098	596.198	949.321	533.077
S762	613.619	1822.15	1025.208	115.417	94.9744	796.099	1095.9	648.334
S763	639.435	2051.859	1153.148	90.0689	87.6683	717.591	1190.811	759.928
S764	487.545	1290.039	715.469	28.21076	120.9985	574.013	712.302	379.013
S765	689.47	1858.076	1002.175	44.27707	109.403	662.567	1017.577	585.477
S766	718.359	1703.093	983.336	66.5737	43.216	731.201	1159.275	599.5
S767	527.371	1538.643	824.196	81.4796	55.128	644.447	795.04	377.681
S768	470.611	1256.911	725.729	50.351	110.6596	607.946	732.085	498.855
S769	742.5	1903.835	1104.88	62.929	112.1643	937.789	1374.481	633.895
S770	607.025	1703.87	937.304	23.05001	84.8396	646.525	902.097	551.22
S771	559.121	1262.68	707.226	45.8201	82.1131	494.562	782.629	403.096
S772	581.78	1544.718	887.018	136.8286	65.1211	970.969	1235.383	707.259
S773	729.052	2116.75	1176.804	85.5896	160.1257	935.041	1265.577	745.535
S774	604.899	1885.367	1068.977	111.6138	62.5233	901.067	1116.342	616.924
S775	555.855	1721.97	972.587	73.2056	42.0331	679.655	1031.729	686.457
S776	535.436	1662.566	914.65	84.4119	116.1779	555.804	812.403	515.186
S777	637.565	1872.477	1071.439	89.9018	72.2407	896.292	1284.209	711.125
S778	627.483	1951.248	1071.428	102.3861	94.9079	936.51	1071.41	496.897
S779	600.748	1867.529	983.62	130.4984	48.343	735.636	1077.665	741.776
S780	709.464	1907.986	1016.093	82.7282	93.6715	781.503	1183.536	601.894
S781	732.156	2374.53	1278.494	99.0357	76.6371	896.335	1292.495	763.048
S782	607.346	1388.034	774.269	41.8906	70.1517	595.086	882.066	558.804
S783	588.967	1246.941	688.332	12.69998	61.9074	556.46	840.307	477.524
S784	670.162	2003.765	1143.591	32.70251	169.6654	761.144	1087.074	708.997
S785	739.37	1937.774	1015.961	27.86616	151.7113	643.601	1001.521	610.753
S786	708.557	1967.501	1119.829	122.0466	129.3695	962.398	1245.785	615.442
S787	618.327	1839.14	1003.359	85.9504	63.4337	857.626	1107.245	828.267
S788	658.782	1486.792	816.243	22.42197	80.7177	745.538	1003.928	600.56
S789	520.351	1577.208	856.225	61.8377	68.3603	594.442	873.755	462.3
S790	658.795	1717.466	929.287	21.35936	154.2007	568.31	800.387	475.388
S791	701.625	1755.581	949.398	64.5603	94.404	835.687	1026.272	556.176
S792	759.71	1764.006	1002.955	79.4006	59.5269	836.386	1164.305	585.677
S793	704.154	1998.715	1117.995	89.0757	76.2224	910.862	1351.357	691.519
S794	540.381	1633.848	953.235	58.9271	96.3032	658.951	857.744	525.756
S795	650.958	1889.666	1057.576	55.4084	67.6578	821.402	1111.292	730.213
S796	575.899	1529.765	845.912	94.803	58.1861	565.832	904.089	488.037
S797	749.026	2139.79	1160.551	81.4052	139.8686	903.034	1270.789	824.871
S798	638.374	1524.737	843.736	93.3532	40.0831	633.555	1011.991	714.231
S799	768.034	2373.22	1293.469	93.7846	87.927	1080.141	1421.904	867.364
S800	701.28	1720.633	924.303	47.8588	30.0332	654.159	892.552	480.183
S801	475.717	1368.563	750.463	29.2392	44.9508	521.014	737.402	442.994
S802	758.332	2216.87	1168.145	92.3093	94.9568	753.235	1135.601	552.472
S803	631.629	1870.213	994.141	100.4201	78.1498	728.261	1006.599	556.005
S804	713.019	2008.128	1084.14	68.5282	92.9885	779.7	1140.172	451.493
S805	616.712	1665.008	902.03	80.6194	90.1614	608.92	871.614	482.469
S806	535.276	1716.838	956.919	112.5924	54.8267	843.021	1005.684	623.281
S807	625.816	1842.879	1019.12	77.1866	103.1675	778.389	1068.222	698.206
S808	544.179	1649.432	892.922	38.22844	70.7443	604.112	835.324	423.344
S809	604.773	1935.964	1110.436	123.3435	60.6082	897.185	1199.816	752.462
S810	756.599	2152.67	1134.563	125.9163	67.7687	846.129	1242.638	715.732
S811	787.501	1779.65	1012.65	86.8173	78.3528	726.131	1117.74	638.23
S812	631.999	1928.166	1115.088	58.3284	99.4256	823.864	1165.503	550.342
S813	625.177	1562.343	875.37	22.86412	189.4365	560.363	887.093	638.994
S814	528.62	1436.772	769.137	20.56809	71.4618	548.377	732.971	472.788
S815	501.202	1525.344	842.582	7.25391	116.0633	547.011	827.322	546.946
S816	612.11	1610.274	873.535	72.5236	54.2945	600.054	837.36	477.996
S817	694.588	1703.035	937.773	17.47007	111.0755	710.287	954.942	595.474
S818	661.441	1893.644	1123.065	82.304	150.9153	785.995	1193.944	756.935
S819	579.708	1965.871	1119.328	150.7229	119.8121	774.134	1204.52	582.172
S820	762.353	1748.382	943.984	109.0921	71.1822	713.081	1128.128	597.567
S821	583.152	1781.901	1006.285	48.81261	155.6694	684.534	841.172	562.9
S822	597.582	1861.673	957.223	142.3628	82.3535	717.142	1047.822	520.652
S823	703.5	1660.788	910.172	85.57	182.2301	669.394	1099.445	487.183
S824	558.318	1460.249	819.029	66.9422	70.1042	594.133	919.447	441.421
S825	896.41	2236.64	1252.919	127.2343	117.6317	909.852	1363.078	704.124
S826	698.389	1796.964	994.151	74.0072	130.4659	746.101	1193.153	670.906
S827	581.583	1647.265	939.877	66.7207	74.4117	616.267	946.952	621.045
S828	533.447	1406.509	795.962	37.5161	123.1524	552.635	740.096	361.297
S829	550.339	1593.472	916.046	35.5191	79.1328	731.214	1042.398	667.652
S830	559.499	1455.717	877.957	79.5973	95.4291	941.519	1060.338	578.42
S831	687.938	2087.96	1144.152	78.4592	117.0516	839.703	1254.067	698.431
S832	635.597	2058.732	1141.493	117.0623	89.9311	967.518	1240.566	632.393
S833	793.287	2221.07	1221.06	57.5794	137.5582	867.02	1301.629	867.477
S834	645.63	1736.444	972.787	53.4838	75.9836	706.374	927.302	687.312
S835	513.035	1624.74	864.902	96.3339	55.4729	752.831	939.242	405.842
S836	651.184	1901.385	1032	76.6094	45.9925	759.018	1007.414	558.106
S837	581.483	1622.688	882.544	113.74	40.3263	774.224	985.891	571.539
S838	545.69	1689.161	972.867	88.238	50.5478	839.154	1070.335	679.285
S839	822.685	2189.82	1212.096	74.0952	129.1552	913.293	1349.676	784.288
S840	730.424	1944.148	1065.775	68.0451	52.2743	770.6	1359.247	635.108
S841	531.904	1280.088	706.332	83.4622	48.4524	556.827	817.413	449.606
S842	761.54	2211.16	1194.171	134.3505	64.6318	1028.175	1362.521	928.454
S843	738.942	1869.326	1052.527	122.6832	146.1939	735.156	1131.13	534.268
S844	709.429	1941.639	1110.819	71.2767	154.1917	879.048	1128.326	581.831
S845	401.781	1016.464	575.33	32.09514	67.8263	501.228	717.328	428.373
S846	660.941	2028.755	1141.245	149.0438	69.9273	915.973	1243.221	666.772
S847	730.317	2110.12	1216.384	75.8754	136.0526	872.476	1218.182	761.765
S848	662.246	1898.575	1109.304	79.3964	64.6684	975.087	1249.151	835.451
S849	758.406	2301.62	1311.235	82.892	103.4676	928.924	1310.026	602.522
S850	744.72	1779.126	1035.428	100.8203	92.1343	927.332	1272.569	720.734
S851	745.4	1933.449	1136.288	44.3975	74.1935	790.506	1321.376	712.602
S852	681.131	1945.917	1066.928	72.059	96.6529	897.799	1272.036	750.394
S853	739.885	2204.84	1238.978	97.7619	112.6155	988.027	1441.925	791.616
S854	697.745	1991.923	1128.819	128.0471	55.4846	1018.385	1349.545	584.43
S855	568.146	1547.36	863.14	104.2745	113.3806	840.779	1060.25	505.219
S856	613.585	1814.279	1017.869	44.4376	141.8443	611.067	1035.705	507.267
S857	610.793	1846.363	1033.45	93.954	81.9062	805.748	1126.973	719.507
S858	693.75	2143.18	1168.085	75.4638	122.0339	1022.611	1446.368	767.836
S859	795.026	2465.03	1358.815	22.2411	141.1439	865.804	1439.293	797.605
S860	669.757	1891.276	1023.373	110.5457	104.7435	890.566	1214.184	717.734
S861	571.875	1341.992	744.797	16.71961	77.7231	576.749	835.074	541.076
S862	618.307	1727.526	941.547	87.3061	82.8921	692.03	982.514	656.545
S863	685.883	2135.64	1194.988	67.6457	100.3248	890.723	1290.77	723.481
S864	543.281	1673.384	926.758	171.3132	73.8425	835.041	1098.554	570.502
S865	627.598	1727.633	980.86	52.426	83.3135	822.06	1170.89	668.517
S866	635.474	1594.81	915.286	75.3792	82.9518	778.146	1092.452	656.617
S867	750.738	2188.79	1237.043	56.1294	83.9344	995.574	1315.426	758.713
S868	616.864	1725.784	979.088	97.3958	82.5227	935.307	1130.428	689.748
S869	679.996	2047.83	1144.388	88.055	185.4965	913.699	1229.498	757.861
S870	797.996	2328.23	1257.793	106.5652	88.5608	948.471	1279.473	741.71
S871	548.539	1333.634	762.022	20.61663	83.7968	653.517	870.06	582.434
S872	518.576	1239.63	679.097	20.8789	37.0137	539.821	763.032	562.39
S873	717.095	1788.767	1047.906	86.0547	78.5367	952.553	1311.126	784.62
S874	702.727	1898.855	1090.373	58.0777	183.2864	666.027	922.814	658.954
S875	626.067	1905.827	1065.222	103.7161	74.6719	791.933	1143.572	592.652
S876	691.342	1697.197	990.158	122.3534	52.3429	894.347	1237.12	720.451
S877	671.722	1698.798	917.619	25.34701	98.9907	649.987	984.177	649.899
S878	817.585	1898.499	1102.679	111.4861	85.421	997.76	1296.913	859.659
S879	691.572	1890.705	1065.969	70.3137	59.2872	777.714	1172.15	709.418
S880	691.637	1824.937	1052.702	28.7852	150.3783	853.852	1067.032	789.524
S881	583.898	1681.379	934.5	73.2743	128.379	706.679	948.447	626
S882	672.598	2053.75	1166.247	116.4429	51.011	927.915	1373.484	730.059
S883	649.066	1960.149	1034.73	108.6882	158.5197	964.672	1149.196	510.964
S884	632.107	1725.835	964.53	68.9893	111.2867	876.504	1183.417	621.341
S885	521.048	1673.11	885.607	68.7707	100.3353	701.118	943.497	546.011
S886	742.167	2001.371	1115.027	122.6195	38.2395	871.749	1269.189	608.579
S887	633.805	1869.719	1071.22	72.1547	168.4314	767.858	1000.208	727.322
S888	553.014	1740.62	1007.731	113.6028	71.4097	851.936	1157.19	743.877
S889	804.798	2334.76	1324.663	62.12474	125.6159	970.366	1459.335	968.741
S890	506.228	1425.597	811.548	99.5381	66.4365	773.158	940.938	565.815
S891	587.851	1679.841	966.902	45.2577	70.5351	857.644	1158.613	641.284
S892	738.815	1844.724	1024.472	144.9698	115.4641	963.475	1323.23	643.678
S893	620.969	1790.739	1005.902	122.0743	75.87	976.436	1311.823	650.146
S894	800.729	1643.23	1015.692	85.9184	51.0067	853.607	1332.269	818.28
S895	646.685	1962.5	1137.665	101.9517	110.5189	849.88	1246.914	776.729
